Lake_Name,Round ,date,JD,Edible_Chl,dent,cerio ,pulic,Bosmina,parv,ambig,diaph ,scaph ,alona,chaob ,ostr ,cal ,cyc ,overall_m_prev,N_ug,P_ug,Z_bottom,n_max,bfs,d_tcline,t_tcline, depth_Ezi,T_Ezi,d1mgL,mDO,mspc,mpH,mT,mchlv,mchla
Gambill,3,6/3/15,154,2.44,879402.7241,,17623.30108,,,,,,,0,,3524.660217,100452.8162,0,219,6.5,9.8,49.795,0.086909,3.35,18.58,2.7,20.674,9.8,8.94,1550.3,7.825,20.88,0.012275,0.90861
Gambill,4,7/16/15,197,2.2,281972.8174,,106620.9716,,,,,,,1762.330108,,18504.46614,42295.9226,0,267,9.3,10.4,58.981,0.10294,3.85,22.619,2.15,26.008,10.4,8.15,1448.7,7.94,26.54,0.0087667,0.52445
Gambill,5,8/4/15,216,1.79,246726.2152,,76661.35972,,,,,,,2643.495163,,22910.29141,62562.71885,0,241,7.44,10.18,55.885,0.097537,4.3,24.125,3,27.337,10.18,8.75,1539.8,7.645,27.865,0.01005,0.66497
Gambill,6,8/26/15,238,1.5,379782.1384,,69612.03928,,,,,,,1762.330108,,106620.9716,40533.59249,0.00456621,273,10.7,10.4,69.14,0.12067,8.6,13.67,4.25,24.653,10.4,8.354,1602.8,7.574,24.98,0.01022,0.68359
Gambill,7,9/14/15,257,2.28,298714.9534,,35246.60217,,,,,,,2643.495163,,95165.82586,29959.61184,0.03125,260,10.4,9.94,55.192,0.096327,5.35,22.549,5.05,23.54,9.38,8.8786,1778.4,7.2614,23.45,0.014357,1.1366
Gambill,9,9/28/15,271,2.51,115138.9004,587.4433695,1174.886739,,,,,,,2937.216847,,41708.47923,109264.4667,0.029411765,204,12.5,9.49,48.797,0.085167,5.9,21.383,5.6,22.194,9.49,9.0967,1776.2,7.305,22.295,0.020483,1.8074
Gambill,10,10/12/15,284,3.23,,,,,,,,,,,,,,0.074074074,241,9.94,9.48,141.06,0.2462,6.1,19.194,2.1,19.396,8.69,8.9483,1770.8,7.5167,18.077,0.011667,0.842
Gambill,12,10/26/15,299,3.18,62738.95186,704.9320434,,,,,,,,0,,59919.22369,17623.30108,0.079155673,291,8.36,,,,,,,,,,,,,,
Gambill,13,11/9/15,313,3.14,141338.8747,,,,,,,,,0,,84239.37918,16565.90302,0.096491228,269,11.3,8.18,14.084,0.024581,8.15,15.425,8.18,15.41,8.1,7.516,1869.6,6.938,14.601,0.01708,1.4348
Gambill ,14,11/23/15,327,2.46,89526.36951,704.9320434,,,,,,,,1409.864087,,25025.08754,35246.60217,0.034482759,234,10.4,,,,,,,,,,,,,,
Giluore,6,8/27/15,239,,240998.6423,43617.67018,,440.5825271,,2643.495163,,,,1762.330108,20266.79625,,46701.74787,,,,,,,,,,,,,,,,,
Goodman,1,4/27/15,117,1.6,,,974568.55,,,,,,,5286.990325,,10573.98065,125125.4377,,419,49.7,8.06,34.844,0.060815,2.6,13.359,2.05,14.589,7.65,10.88,1153,7.72,15.287,0.011733,0.8493
Goodman,2,5/14/15,134,3.84,,,604479.2272,,,,,,,3524.660217,,98690.48607,257300.1958,0,355,21.4,7.93,62.049,0.1083,2.45,18.484,1.7,20.469,7.91,9.7367,1197.7,7.9733,20.95,0.0226,2.0392
Goodman,3,6/24/15,175,5.41,3524.660217,,826532.8209,,,,,,,26434.95163,,72255.53445,153322.7194,0,381,19.8,6,75.141,0.13115,2.05,25.385,1.75,26.378,5.99,6.99,1233.5,7.87,27.11,0.017725,1.5054
Goodman,4,7/10/15,191,4.21,22910.29141,9692.815597,415028.7405,881.1650542,,,,,,16742.13603,,16742.13603,46701.74787,0,330,17.5,6.8,83.3,0.14539,3.3,21.514,2.65,24.018,5.52,6.03,1238,7.5975,24.213,0.01225,0.90587
Goodman,5,8/3/15,215,4.4,293427.9631,881.1650542,291665.6329,,,,,,,14098.64087,,55513.39842,145392.2339,0,319,14.4,5.01,77.208,0.13475,3.35,24.997,2.4,27.923,4.72,7.1733,1287,7.8867,28.86,0.012633,0.94785
Goodman,6,8/20/15,232,4.18,168302.5254,881.1650542,140986.4087,,,,,,,3524.660217,1762.330108,27316.11668,138342.9135,0,373,18.3,7.54,63.381,0.11062,4.3,22.419,3.25,26.26,4.45,7.16,1308.3,7.8283,26.787,0.01685,1.4096
Goodman,7,9/2/15,245,7.08,304883.1088,1762.330108,163015.535,8811.650542,,,,881.1650542,,29078.44679,881.1650542,98690.48607,309288.934,0.004,419,21,5.46,145.89,0.25463,2.05,23.059,2,25.689,5.02,7.915,1336.3,7.9,25.133,0.01735,1.4643
Goodman,8,9/14/15,257,7.08,318394.3063,8811.650542,76367.63803,,,,,,587.4433695,45820.58282,1762.330108,43470.80934,96928.15597,0,397,24.3,7.45,58.326,0.1018,5.7,18.049,4.55,22.528,5.83,7.774,1347.3,7.815,23.354,0.02667,2.4849
Goodman,9,9/28/15,271,6.33,289903.3028,4405.825271,255537.8657,,,,,,,14979.80592,881.1650542,56394.56347,125125.4377,0,325,15.1,5.9,52.112,0.090953,5.9,17.77,4.6,21.9,5.7,7.6,1355.2,7.8783,22.208,0.018617,1.603
Goodman,10,10/12/15,285,4.25,451156.5078,2643.495163,107502.1366,881.1650542,,,,,881.1650542,60800.38874,1762.330108,70493.20434,202667.9625,0,541,19.6,7.34,113.56,0.19819,5.15,17.298,2.05,19.058,6.02,7.785,1372.8,7.85,17.343,0.028438,2.6784
Goodman,12,10/26/15,299,7.54,494333.5954,8811.650542,96928.15597,,,,,,,4405.825271,,110145.6318,257300.1958,0.010050251,827,26,7.08,22.47,0.039218,7.05,15.591,7.08,15.56,6.48,6.6917,1383.1,7.7508,16.663,0.032467,3.1196
Goodman,13,11/9/15,313,14.23,748990.2961,3524.660217,58156.89358,,,,,,,0,,185044.6614,204430.2926,0.008275862,650,43.1,7.14,4.5616,0.0079615,2.55,14.444,7.14,14.46,7.14,8.22,1312.6,7.6457,14.433,0.072286,7.4798
Goodman,14,11/23/15,327,13.06,140105.2436,1762.330108,192975.1469,,,,,,,0,1762.330108,48464.07798,149798.0592,0.034090909,605,40.3,8.21,2.9807,0.0052024,1.55,10.331,8.21,10.4,8.21,8.5356,1297.8,7.7233,10.34,0.060978,6.2416
Goose,1,4/6/15,96,5.19,,1174.886739,7636.763803,89878.83553,,2349.773478,587.4433695,,,587.4433695,,69905.76097,486990.5533,0,461,10.3,12,21.849,0.038135,3.55,10.382,3.25,10.809,12,11.762,1417.8,8.1125,10.995,0.0271,2.532
Goose,2,5/4/15,124,2.43,,69612.03928,230865.2442,618577.8681,,148035.7291,881.1650542,,,4405.825271,,164777.8651,870591.0736,0,848,14.8,13.96,38.536,0.067257,6.5,12.286,2.35,17.743,13.96,10.44,1450,8.1567,17.94,0.011467,0.8201
Goose,3,6/3/15,154,3.12,,5286.990325,452918.8379,3524.660217,,151560.3893,,,,5286.990325,,7049.320434,206192.6227,0,537,11.9,12.57,66.131,0.11542,5.3,19.277,4.65,21.063,12.57,9.164,1540.4,8.236,21.722,0.01286,0.97267
Goose,4,7/18/15,199,1.79,,12336.31076,565707.9648,10573.98065,,8811.650542,,,,12336.31076,,86354.17531,380663.3034,0.003378378,,,14.23,84.379,0.14727,6.2,22.238,3.35,27.788,13.63,8.9625,1504.9,8.335,28.385,0.0099375,0.65266
Goose,5,8/4/15,216,1.37,59919.22369,38771.26239,509313.4013,10573.98065,,1762.330108,121600.7775,,,8811.650542,,126887.7678,348941.3615,0,459,6.57,14,113.5,0.1981,6.05,24.269,5.1,28.872,13.07,8.12,1524.5,8.2783,28.968,0.0104,0.7033
Goose,6,8/26/15,238,2.37,118076.1173,44058.25271,516362.7218,15860.97098,,5286.990325,384187.9636,,,0,,669685.4412,844156.122,0.014285714,467,9.25,12.51,77.526,0.13531,6.85,23.16,6.45,25.233,12.51,7.9771,1543.1,8.1371,25.626,0.010886,0.75649
Goose,7,9/7/15,250,3.95,236152.2345,22910.29141,310170.0991,21147.9613,,3524.660217,40533.59249,,,0,,327793.4002,738416.3154,0,430,13.3,12.54,67.373,0.11759,7.65,19.557,5.8,26.33,12.3,8.0444,1550.1,8.1156,27.276,0.011367,0.80915
Goose,9,9/24/15,267,2.34,229102.9141,69612.03928,104858.6415,,,881.1650542,4405.825271,,,0,,92522.33069,204430.2926,0,427,8.85,11.55,76.082,0.13279,7.6,20.926,7.15,22.705,11.43,8.2244,1561.4,8.1256,23.114,0.011311,0.80307
Goose,10,10/8/15,281,3.09,110586.2143,139664.6611,22910.29141,3084.07769,,,1762.330108,,,2643.495163,,51548.15567,62122.13632,0,486,9.08,15.96,54.639,0.095363,8.5,17.57,7.65,19.197,10.83,8.4207,1569.6,8.1127,20.164,0.015233,1.2325
Goose,11,10/22/15,295,3.39,389474.954,114551.457,45820.58282,11455.1457,,,,,,5286.990325,,15860.97098,152441.5544,0,493,6.56,13.38,49.677,0.086702,10.1,12.66,9,16.475,10.02,9.3916,1584.6,8.3258,16.614,0.015932,1.309
Goose,12,11/5/15,309,8,66968.54412,73136.6995,3524.660217,5286.990325,,,,,,1762.330108,,85473.01026,66968.54412,0,497,10.1,12.48,37.235,0.064987,10.55,13.024,9.9,14.352,11.41,9.2141,1495.1,7.99,15.262,0.021912,1.9638
Goose,13,11/19/15,323,5.58,,,,,,,,,,0,,,,0,530,12.7,14.54,42.374,0.073957,12.15,10.036,11.55,11.816,12.93,9.508,502.32,7.911,11.988,0.020535,1.8131
Goose,14,12/3/15,337,5.3,250250.8754,27022.395,2349.773478,69318.3176,,,1762.330108,,587.4433695,3524.660217,,15860.97098,146860.8424,0,449,7.49,14,6.4078,0.011184,13.35,8.6309,14,8.6,14,9.8692,501.63,7.9688,8.7148,0.029996,2.8491
Hackberry,6,8/20/15,232,6.03,148916.8942,2643.495163,127768.9329,,,,,881.1650542,,15860.97098,1762.330108,19385.63119,135699.4184,0,464,13.6,7.6,63.089,0.11011,3.9,24.261,3.3,26.39,5.17,7.044,1095.4,7.82,27.056,0.01416,1.115
Hackberry,7,9/12/15,255,9.11,153322.7194,4112.103586,102802.5897,,,,,587.4433695,,24672.62152,587.4433695,52869.90325,148035.7291,0,574,13.2,4.92,54.491,0.095104,4.9,21.573,4.5,22.809,4.86,6.4217,1137.5,7.6617,23.205,0.02105,1.8695
Hackberry,8,9/15/15,258,6.53,440582.5271,13217.47581,44058.25271,5286.990325,,,,,,15860.97098,,28197.28174,212360.7781,0,485,16.4,7.18,58.192,0.10156,4.9,21.435,4.55,22.863,4.72,6.7455,1032.4,7.73,23.483,0.019873,1.7406
Hackberry,9,10/1/15,274,11.18,141573.852,3524.660217,7049.320434,,,,,,,13511.1975,1762.330108,25260.06489,200905.6324,0.003125,557,11.6,6.85,56.086,0.097888,5.9,18.134,5.05,21.31,5.62,6.5867,1146,7.7311,21.514,0.017889,1.5233
Hackberry,10,10/15/15,288,8.48,430595.9898,4699.546956,4112.103586,,,,2349.773478,,,33484.27206,587.4433695,46408.02619,387125.1805,0.003076923,801,59.1,7.07,54.911,0.095838,6.2,17.402,6.05,18.053,6.26,6.4987,1171.4,7.745,18.297,0.0173,1.4588
Hackberry,12,10/29/15,302,8.73,863541.7531,1762.330108,16742.13603,,,,,,,27316.11668,,38771.26239,200905.6324,0,770,22.1,6.64,15.125,0.026398,6.6,15.549,6.64,15.53,6.64,6.6625,1177.8,7.755,15.633,0.015738,1.2878
Hackberry,13,11/12/15,316,11.14,719030.6843,,3524.660217,,,,,,,7049.320434,,29959.61184,188569.3216,0.003322259,963,37.3,6.98,3.3957,0.0059267,6.25,13.495,6.98,13.51,6.96,5.6012,1130.9,7.4188,13.491,0.0233,2.1159
Hackberry,14,11/30/15,334,9.6,602716.8971,,,1762.330108,1762.330108,,,,,5286.990325,,44058.25271,301358.4485,0,814,41.2,7.26,4.4194,0.0077132,1.75,9.5991,7.26,9.73,7.26,7.02,1120.6,7.4743,9.5614,0.023157,2.1002
Hale,1,4/27/15,117,10.88,111026.7968,5286.990325,507551.0712,5286.990325,,10573.98065,,,,0,,33484.27206,468779.8089,0,1050,56,4,48.376,0.084433,2.3,12.621,2.1,13.519,2.46,8.785,1530.3,7.415,14.318,0.0128,0.9661
Hale,2,5/14/15,134,2.61,51107.57315,5286.990325,359515.3421,,,8811.650542,,,,1762.330108,,118076.1173,183282.3313,0,412,11.3,4.56,57.286,0.099983,2.45,18.122,2.05,19.79,3.96,7.7833,1519,7.8033,20.047,0.0136,1.0537
Hale,3,6/24/15,175,16.83,234389.9044,88116.50542,195618.642,,,,,,1762.330108,3524.660217,,63443.8839,74017.86456,0,660,21.9,5.01,57.405,0.10019,2.5,22.226,1.45,25.309,4.38,10.435,1450.5,8.07,26.665,0.03935,3.8733
Hale,4,7/16/15,197,8.46,567470.2949,421196.8959,14098.64087,,,,,,,26434.95163,,45820.58282,303120.7787,0,739,24.7,4.03,61.791,0.10785,3.25,21.033,1.6,25.982,3.72,8.88,1411.3,8.0067,26.253,0.025833,2.3933
Hale,5,8/3/15,215,5.5,155672.4929,54044.78999,,,,,,,,22910.29141,,17623.30108,105739.8065,0,537,13,4.03,85.476,0.14918,3.25,23.217,2.15,28.001,3.64,7.17,1674,7.88,28.43,0.017,1.426
Hale,6,8/20/15,232,7.04,46995.46956,13511.1975,,,,,,,,9105.372227,,8224.207173,46114.3045,0,406,21.1,7.51,89.249,0.15577,3.15,24.102,2.55,26.281,4.01,7.2917,1845.2,7.735,26.67,0.026417,2.4571
Hale,7,9/2/15,245,8.15,27844.81571,17623.30108,,,,,,,,16565.90302,,2114.79613,45820.58282,0,396,17.6,3.96,72.568,0.12666,3.95,19.521,2.6,25.122,3.93,8.1775,1993,7.705,25.738,0.025675,2.3759
Hale,8,9/14/15,257,4.87,123363.1076,241439.2249,,,,,,,,11748.86739,,44058.25271,111026.7968,0,338,18.3,4.02,68.513,0.11958,4,20.836,3.55,22.998,4.02,12.58,2206.6,7.574,22.986,0.10808,11.399
Hale,8,9/15/15,258,,106914.6932,230277.8008,1174.886739,587.4433695,,,,,,19385.63119,,24085.17815,115138.9004,,,,4.52,83.746,0.14616,4.5,18.719,1.55,23.551,3.88,8.496,2125.8,7.64,23.758,0.0151,1.218
Hale,9,10/1/15,274,8.45,91641.16564,227340.584,,,,,881.1650542,,,14979.80592,,60800.38874,210598.448,0.034364261,435,18.1,7.31,71.832,0.12537,4.45,20.063,4.1,22.059,4.67,12.165,2413.2,7.505,21.32,0.44282,48.053
Hale,10,10/15/15,288,10.21,85179.28858,103390.033,,,,,587.4433695,,,2937.216847,,39358.70576,317219.4195,0.087044534,408,15.5,6.47,59.837,0.10444,5.25,16.256,4.65,18.827,4.53,8.8688,2473.9,7.6325,18.07,0.040212,3.9678
Hale,12,10/29/15,302,26.76,149798.0592,434414.3717,,,,,,,881.1650542,1762.330108,,56394.56347,148035.7291,0.07073955,710,25.5,6.74,32.816,0.057275,6.7,13.096,5.25,15.79,4.37,7.9729,2465.9,7.6229,16.45,0.040586,4.0086
Hale,13,11/12/15,316,64.88,137461.7485,234389.9044,3524.660217,,,,,,,0,,133055.9232,108383.3017,0.046610169,841,37.9,5.49,29.825,0.052055,5.45,15.206,5.1,15.716,4.4,5.5971,2503.7,7.4586,15.583,0.10603,11.175
Hale,14,11/30/15,334,185.79,45820.58282,229102.9141,,,,,,,,0,,126887.7678,237033.3996,0.005988024,1090,133,5.44,5.4072,0.0094373,3.45,13.367,5.44,14.54,5.02,8.55,2404.7,7.4983,13.433,0.13495,14.342
Hale,14,11/30/15,334,,40533.59249,199730.7456,1762.330108,1174.886739,,,,,,587.4433695,,84591.84521,251425.7621,,,,5.53,6.2371,0.010886,4.9,10.061,5.53,11.56,4.97,10.401,2308.9,7.7043,9.5557,0.128,13.581
Horseshoe,5,8/24/15,236,,18504.46614,751633.7913,881.1650542,,4405.825271,881.1650542,,,,1762.330108,,9692.815597,156847.3797,,,,3.14,35.035,0.061147,3,23.425,2.95,23.509,3.03,5.07,403.26,7.42,24.177,0.032229,3.0935
Horseshoe,6,8/27/15,239,,25553.78657,584212.431,881.1650542,,7049.320434,,881.1650542,,,881.1650542,,6168.15538,66968.54412,,,,,,,,,,,,,,,,,
Horseshoe,7,9/14/15,257,29.2,9692.815597,246726.2152,,,22029.12636,,,,,881.1650542,,12336.31076,215885.4383,0,669,18.3,3.3,24.482,0.042728,2.95,21.39,3.3,21.23,3.3,5.8129,412.66,7.5371,22.096,0.041029,4.0571
Horseshoe,9,9/24/15,267,10.6,48464.07798,608003.8874,5286.990325,8811.650542,18504.46614,,881.1650542,,,1762.330108,,27316.11668,88116.50542,0,715,12.9,2.74,15.053,0.026273,1.55,21.633,2.74,21.28,2.74,6.7243,417.66,7.6771,21.803,0.081829,8.5247
Horseshoe,10,10/8/15,281,11.34,19385.63119,15860.97098,,823008.1607,3524.660217,,,,,0,,10573.98065,169183.6904,0,884,35.1,3.12,42.016,0.073332,1.45,19.712,1.45,19.712,3.12,9.48,423,8.2333,20.97,0.0317,3.0356
Horseshoe,11,10/22/15,295,6.9,14098.64087,1762.330108,,646775.1498,,,,,,0,,33484.27206,12336.31076,0,844,16.8,4.53,37.984,0.066295,4.5,13.894,3.55,14.697,4.53,8.895,159.51,7.5675,15.55,0.019175,1.6642
Horseshoe,12,11/5/15,309,9.34,9692.815597,3524.660217,,289903.3028,,,,,,0,,33484.27206,92522.33069,0,777,15.6,1.87,14.757,0.025756,1.85,14.04,1.87,14.03,1.87,10.318,412,8.0783,15.052,0.0631,6.474
Horseshoe,13,11/19/15,323,48.68,803.6225295,100.4528162,,1104.980978,251.1320405,,,,,0,,1958.829916,2009.056324,0,882,19.4,4.58,5.8541,0.010217,4.55,11.074,4.58,11.07,4.58,8.0933,156.13,7.2256,11.142,0.039933,3.9372
Horseshoe,14,12/3/15,337,11.68,527.377285,50.22640809,150.6792243,1280.773406,828.7357335,,,,,0,,3741.867403,1079.867774,0.5,590,9.59,4.48,5.8025,0.010127,2.35,7.5556,4.48,7.32,4.48,10.304,154.09,7.6263,7.6425,0.051113,5.1613
Island,1,4/6/15,96,1.67,,,581568.9358,,,,,,,0,881.1650542,27316.11668,532223.6928,,700,6.84,12.01,24.663,0.043046,3.6,10.538,3.2,11.215,12.01,11.64,2354,7.9425,11.488,0.010925,0.76079
Island,2,5/4/15,124,10.62,,,361277.6722,,,,,,,881.1650542,,8811.650542,275804.662,,834,9.96,14.39,41.385,0.072231,5.35,11.846,2.3,18.41,14.19,10.44,2344.7,7.98,18.693,0.0117,0.84565
Island,3,6/3/15,154,2.44,5874.433695,,223815.9238,,,,,,,1762.330108,,13511.1975,83416.95847,0,658,8.32,13.03,66.38,0.11585,4.4,18.352,3.4,21.298,12.99,8.3975,2482,7.88,21.823,0.010575,0.72246
Island,4,7/9/15,189,8.93,,,,,,,,,,,,,,0,435,14.5,15.24,69.791,0.12181,4.1,23.226,3.7,25.03,12.84,9.24,2385.3,7.9725,25.45,0.026075,2.4197
Island,5,8/4/15,215,5.06,,,,,,,,,,,,,,0,354,9.24,12.74,82.546,0.14407,3.85,26.263,2.85,29.337,12.61,8.7933,2449.7,7.99,29.547,0.016633,1.3859
Island,6,8/26/15,238,3.59,37008.93228,,800097.8692,,,,,,,1762.330108,,276685.827,1626630.69,0,397,9.84,13.06,82.524,0.14403,4.85,22.625,4.2,25.385,13.04,8.292,2510.2,7.816,25.76,0.01094,0.76243
Island,7,9/7/15,250,1.83,73136.6995,,628270.6837,,,,,,,2643.495163,,144511.0689,818602.3354,0,347,12.9,13.49,66.287,0.11569,4.8,23.394,3.4,27.428,13.18,7.4425,2528.5,7.8,28.212,0.00835,0.47882
Island,9,9/24/15,267,1.89,32896.82869,,198555.8589,,,,,,,0,,32309.38532,170946.0205,0,356,,12.96,67.122,0.11715,5.65,20.44,5,22.634,12.82,8.4329,2567.1,7.8957,22.95,0.011171,0.78777
Island,10,10/8/15,281,2.15,18063.88361,,112348.5444,,,,,,,2202.912636,,16301.5535,126887.7678,0,448,5.92,13.94,48.841,0.085244,6.8,16.959,4,19.16,12.73,9.0533,2594.3,7.965,19.927,0.011033,0.77265
Island,11,10/22/15,295,2.17,360102.7855,,27022.395,,,,,,,3524.660217,,26434.95163,348353.9181,0.020775623,612,8.34,9.53,42.967,0.074991,9.25,13.514,8.25,16.489,9.53,9.595,1343.7,8.2458,16.787,0.012567,0.94055
Island,12,11/5/15,308,2.76,,,,,,,,,,,,,,0.053191489,594,12.1,14.54,36.962,0.06451,8.55,13.268,8.05,14.504,12.04,9.4422,2521.1,7.7889,15.204,0.015789,1.2934
Island,13,11/19/15,322,3.85,,,,,,,,,,,,,,0.079283887,748,16.3,6.65,0,0,1.45,12.475,6.65,12.51,6.65,9.8167,1291.6,7.8044,12.472,0.012711,0.95637
Island,14,11/25/15,328,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Island,15,12/3/15,337,4.78,19973.07456,,7930.485488,587.4433695,,,,,293.7216847,0,,106914.6932,17035.85772,0,639,11.3,15.83,20.019,0.034939,14.4,9.0023,14.2,9.2948,14.98,9.7287,1305.7,7.8693,9.4167,0.014573,1.1603
Long,1,4/6/15,96,1.94,,,433533.2067,,,,,,35246.60217,0,,44058.25271,1083833.017,,531,11.9,15.23,16.652,0.029063,4.55,9.6498,4.45,9.7522,15.23,12.938,491.52,8.35,10.902,0.01418,1.1172
Long,2,5/4/15,124,3.18,,,465255.1486,,,,,,,0,,237914.5646,8811.650542,0,742,9.07,19.04,36.783,0.064198,6.6,12.771,1.45,18.354,19.04,11.69,487.9,8.54,18.645,0.0144,1.1413
Long,3,6/3/15,154,3.11,,,,,,,,,,,,,,0,687,,20,58.322,0.10179,4.3,20.161,4,21.362,20,8.76,499.88,8.402,21.656,0.01258,0.94201
Long,4,7/9/15,190,5.53,95165.82586,,341010.876,,,,,,,12336.31076,5286.990325,1762.330108,62562.71885,0,714,,20.04,80.775,0.14098,4.9,24.328,4.7,25.457,19.86,7.4733,486.38,8.3133,25.482,0.015617,1.2745
Long,5,8/4/15,216,1.91,155966.2146,,149798.0592,,,,,,881.1650542,10573.98065,1762.330108,,73136.6995,0,563,8.65,17.16,73.459,0.12821,5.25,25.472,4.4,28.853,16.77,6.872,493.58,8.442,29.312,0.01094,0.76243
Long,6,8/26/15,238,4.44,325443.6267,43470.80934,,1762.330108,,,,,,38183.81902,,2349.773478,18210.74445,0,686,,15.49,83.922,0.14647,6.25,22.299,5.4,25.509,15.32,6.625,518.8,8.0567,25.865,0.011883,0.86573
Long,7,9/7/15,250,10.46,141867.5737,881.1650542,209717.2829,,,,,,,22910.29141,881.1650542,12336.31076,126887.7678,0,749,31.4,13.61,61.61,0.10753,6.35,21.838,5.1,26.282,13.61,6.7833,525.72,8.1183,27.585,0.018733,1.6158
Long,9,9/24/15,267,8,281091.6523,2643.495163,78423.68983,,,,881.1650542,,881.1650542,9692.815597,,23791.45646,55513.39842,0.001623377,809,12.3,9.34,67.366,0.11758,6.85,20.146,6.1,22.811,9.24,8.1829,528.14,8.2671,23.171,0.017086,1.4354
Long,10,10/8/15,281,7.77,258181.3609,,70493.20434,,,,,,,881.1650542,,19385.63119,54632.23336,0,817,15,11.98,61.37,0.10711,7.8,17.061,7.15,19.124,8.05,8.6592,527.98,8.19,20.356,0.016892,1.4142
Long,11,10/22/15,294,9,,,,,,,,,,,,,,0,815,17.25,13.02,65.991,0.11518,7.75,14.443,7.15,15.982,12.48,9.4267,2629.7,7.9489,16.327,0.011756,0.85173
Long,12,11/5/15,309,4.21,337486.2158,1762.330108,14098.64087,881.1650542,,,,,,881.1650542,881.1650542,68730.87423,116313.7872,0,821,12.9,18.41,66.78,0.11655,8.9,14.102,8.6,15.586,8.97,8.8242,530.02,8.2842,16.511,0.023163,2.1009
Long,13,11/19/15,323,7.58,353640.9084,1174.886739,19973.07456,10573.98065,,,1174.886739,,587.4433695,0,,1762.330108,57569.45021,0,931,13,14.09,48.271,0.084248,10.15,10.072,8.2,14.624,9.95,9.4944,503.26,8.1256,15.14,0.056378,5.7379
Long,14,11/24/15,327,,,,,,,,,,,,,,,0.001623377,,,15.44,23.708,0.041378,10.4,10.8,9.6,11.837,12.24,9.7282,2520.1,7.6091,12.245,0.015418,1.2528
Long,15,12/3/15,337,10.59,34365.43711,6168.15538,1762.330108,215885.4383,,,,,,0,3524.660217,62562.71885,113670.292,0,648,12.7,12.12,15.279,0.026667,12.1,9.4806,12.12,9.46,11.99,8.5905,2597.1,7.5,9.3068,0.016816,1.4058
Long-Hillenbrand,6,8/26/15,238,,451156.5078,5286.990325,303120.7787,,,,,,,12336.31076,,7049.320434,84591.84521,0,,,,,,,,,,,,,,,,
Lonnie,1,4/27/15,117,6.87,519887.382,,10573.98065,,,1762.330108,,,,0,,57275.72852,109264.4667,0,845,196,1.49,0,0,1.45,14.776,1.49,14.8,1.13,3.655,1690.3,6.755,14.993,0.018025,1.5382
Lonnie,2,5/14/15,134,11.17,474066.7992,,24672.62152,,,1762.330108,,,,0,,19385.63119,200905.6324,0,444,22.6,3.09,58.393,0.10192,2.3,15.366,1.45,19.035,1.75,4.825,1348.1,6.9725,19.255,0.050275,5.0696
Lonnie,3,6/24/15,175,24.49,71080.64771,1174.886739,587.4433695,,,,,,,15273.52761,,1174.886739,5874.433695,0,708,31.7,1.54,63.244,0.11038,1.45,20.943,1.45,20.943,1.21,4.9933,1648.3,7.3467,25.027,0.22023,23.68
Lonnie,4,7/16/15,197,13.47,236152.2345,44058.25271,,,,,,,,12923.75413,1174.886739,12336.31076,34659.1588,0,572,22,2.5,73.056,0.12751,1.45,22.112,1.45,22.112,1.05,2.806,1580,7.09,24.844,0.02832,2.6655
Lonnie,5,8/3/15,215,8.27,146713.9815,8371.068015,,,,,,,,35246.60217,,6608.737907,14979.80592,0.002227171,661,16.7,2.05,86.782,0.15146,2.05,20.13,1.45,24.901,2.05,5.0267,1744,7.2433,27.08,0.022133,1.9881
Lonnie,6,8/20/15,232,10.68,134642.0203,1762.330108,,,,,,,,13746.17485,704.9320434,2819.728174,7049.320434,0.008,535,28.95,5.82,71.457,0.12472,1.9,22.941,1.6,24.12,2.07,5.3933,1766,7.46,24.85,0.032933,3.1707
Lonnie,7,9/2/15,245,9.69,237914.5646,25847.50826,,,,,,,,17035.85772,1174.886739,7636.763803,24672.62152,0.051575931,549,25.7,2.5,84.043,0.14668,1.7,21.084,1.55,22.336,2.01,5.148,1952.8,7.332,22.218,0.0349,3.3861
Lonnie,8,9/14/15,257,21.59,428246.2164,88997.67048,,,,,,,,14979.80592,,6168.15538,29078.44679,0.127604167,725,28.1,,,,,,,,,,,,,,
Lonnie,9,9/28/15,271,16.16,274923.4969,37890.09733,2643.495163,,,,,,,19385.63119,,10573.98065,19385.63119,0.347280335,707,49.4,2.03,13.577,0.023696,1.45,19.79,2.03,19.77,1.9,5.4133,1991.3,7.5033,19.98,0.075833,7.8682
Lonnie,10,10/12/15,285,31.69,105034.8745,17623.30108,,704.9320434,,,,,,20795.49528,2114.79613,3524.660217,21147.9613,0.481884058,783,35.7,7.45,137.87,0.24063,2.4,16.049,1.8,16.87,2.02,5.0483,2041.7,7.57,15.135,0.058167,5.9338
Lonnie,12,10/20/15,293,9.49,101040.2596,8224.207173,293.7216847,,,,,,,293.7216847,293.7216847,12336.31076,29959.61184,0.194214876,862,39.3,,,,,,,,,,,,,,
Lonnie,13,11/9/15,313,10.09,110145.6318,3524.660217,2643.495163,,,,,,,1321.747581,,41855.34008,27756.69921,0.055350554,743,48.6,2.64,5.2534,0.0091689,1.75,11.505,2.64,12.42,2.51,3.386,1962.8,7.256,11.464,0.02518,2.3217
